cauldron_001,cauldron_002,cauldron_003,cauldron_004,cauldron_005,cauldron_006,cauldron_007,cauldron_008,cauldron_009,cauldron_010,cauldron_011,cauldron_012,time
480.33,168.57,705.24,498.07,278.46,280.84,766.47,140.4,923.0,536.31,198.69,365.92,1762537320.0
480.21,168.11,705.0,498.07,278.66,280.91,766.59,140.41,922.55,535.85,198.74,365.87,1762537380.0
480.5,167.65,704.91,498.04,278.72,281.09,766.52,140.46,922.1,535.39,198.74,365.82,1762537440.0
480.68,167.19,704.73,498.09,278.74,281.0,766.33,140.49,921.65,534.93,198.75,365.94,1762537500.0
480.68,166.73,704.79,497.94,278.92,280.99,766.1,140.57,921.2,534.47,198.87,365.94,1762537560.0
480.53,166.27,704.84,497.81,279.01,280.97,766.38,140.62,920.75,534.01,199.06,365.9,1762537620.0
480.78,165.81,705.24,497.71,279.13,281.09,766.47,140.67,920.3,533.55,199.21,365.87,1762537680.0
481.11,165.35,705.69,497.57,279.12,281.03,766.45,140.73,919.85,533.09,199.35,366.1,1762537740.0
480.99,164.89,705.74,497.76,279.22,281.22,766.69,140.81,919.4,532.63,199.5,366.28,1762537800.0
480.94,164.43,705.56,497.81,279.17,281.33,766.62,140.87,918.95,532.17,199.68,366.24,1762537860.0
480.86,163.97,705.89,497.71,279.13,281.25,766.98,140.88,918.5,531.71,199.77,366.24,1762537920.0
480.99,163.51,706.31,497.6,279.17,281.33,766.74,141.01,918.05,531.25,199.87,366.37,1762537980.0
481.3,163.05,706.27,497.68,279.17,281.43,767.11,141.13,917.6,530.79,200.03,366.31,1762538040.0
481.14,162.59,706.31,497.8,279.35,281.53,766.98,141.2,917.15,530.33,200.04,366.24,1762538100.0
481.2,162.13,706.1,497.98,279.36,281.46,767.08,141.27,916.7,529.87,200.11,366.24,1762538160.0
481.16,161.67,706.42,498.04,279.46,281.48,767.55,141.37,916.25,529.41,200.18,366.14,1762538220.0
481.47,161.21,706.16,497.95,279.59,281.6,767.61,141.44,915.8,528.95,200.33,366.19,1762538280.0
481.68,160.75,706.54,498.08,279.76,281.67,767.63,141.53,915.35,528.49,200.41,366.22,1762538340.0
481.8,160.29,706.56,498.05,279.77,281.81,767.39,141.56,914.9,528.03,200.41,366.25,1762538400.0
481.78,159.83,706.81,497.92,279.83,281.94,767.13,141.62,914.45,527.57,200.5,366.31,1762538460.0
481.68,159.37,706.65,497.8,279.98,282.12,767.23,141.75,914.0,527.11,200.53,366.24,1762538520.0
481.65,158.91,706.96,497.76,279.96,282.08,767.44,141.87,913.55,526.65,200.65,366.23,1762538580.0
481.61,158.45,706.96,497.69,280.02,282.0,767.56,141.89,913.1,526.19,200.82,366.15,1762538640.0
481.53,157.99,706.95,497.61,280.05,282.13,767.49,141.96,912.65,525.73,200.86,366.15,1762538700.0
481.83,157.53,707.08,497.46,280.2,282.11,767.35,142.0,912.2,525.27,200.92,366.25,1762538760.0
481.75,157.07,706.98,497.34,280.35,282.07,767.14,142.05,911.75,524.81,201.1,366.35,1762538820.0
481.84,156.61,707.26,497.18,280.46,282.01,767.23,142.07,911.3,524.35,201.11,366.38,1762538880.0
481.75,156.15,707.34,497.35,280.43,282.15,767.32,142.13,910.85,523.89,201.13,366.62,1762538940.0
481.95,155.69,707.3,497.62,280.61,282.25,767.65,142.21,910.4,523.43,201.28,366.55,1762539000.0
481.92,155.23,707.12,497.58,280.68,282.31,768.05,142.25,909.95,522.97,201.46,366.7,1762539060.0
482.17,154.77,706.91,497.58,280.7,282.23,768.15,142.27,909.5,522.51,201.56,366.59,1762539120.0
482.4,154.31,707.34,497.88,280.7,282.29,768.31,142.35,909.05,522.05,201.68,366.59,1762539180.0
482.7,153.85,707.43,497.77,280.72,282.36,768.1,142.37,908.6,521.59,201.71,366.5,1762539240.0
482.61,153.39,707.86,497.96,280.77,282.54,768.21,142.39,908.15,521.13,201.87,366.42,1762539300.0
482.61,152.93,708.0,498.18,280.96,282.49,768.66,142.4,907.7,520.67,201.87,366.6,1762539360.0
482.87,152.47,708.12,498.26,280.95,282.57,768.64,142.45,907.25,520.21,201.98,366.79,1762539420.0
482.75,152.01,707.89,498.44,280.94,282.67,768.86,142.48,906.8,519.75,202.09,366.73,1762539480.0
482.71,151.55,708.04,498.41,280.99,282.71,768.89,142.58,906.35,519.29,202.23,366.81,1762539540.0
482.87,151.09,708.39,498.72,281.11,282.76,768.71,142.61,905.9,518.83,202.33,366.87,1762539600.0
483.02,150.63,708.53,498.62,281.06,282.8,768.94,142.72,905.45,518.37,202.34,366.77,1762539660.0
483.01,150.17,708.92,498.55,281.16,282.92,769.2,142.86,905.0,517.91,202.51,366.9,1762539720.0
483.02,149.71,709.02,498.39,281.32,282.97,769.36,143.0,904.55,517.45,202.53,367.01,1762539780.0
483.11,149.25,709.29,498.36,281.33,283.04,769.51,143.02,904.1,516.99,202.68,367.22,1762539840.0
483.09,148.79,709.4,498.65,281.44,283.02,769.72,143.04,903.65,516.53,202.75,367.34,1762539900.0
483.41,148.33,709.19,498.92,281.59,283.18,770.04,143.06,903.2,516.07,202.83,367.25,1762539960.0
483.64,147.87,709.48,499.03,281.55,283.13,769.84,143.09,902.75,515.61,203.01,367.34,1762540020.0
483.65,147.41,709.57,498.87,281.74,283.27,769.86,143.12,902.3,515.15,203.12,367.48,1762540080.0
483.69,146.95,709.63,498.87,281.92,283.25,769.62,143.18,901.85,514.69,203.27,367.51,1762540140.0
483.66,146.49,709.45,498.84,281.94,283.23,769.51,143.19,901.4,514.23,203.45,367.43,1762540200.0
483.52,146.03,709.77,498.9,281.9,283.2,769.61,143.28,900.95,513.77,203.53,367.42,1762540260.0
483.58,145.57,709.96,499.08,282.02,283.2,769.78,143.42,900.5,513.31,203.72,367.57,1762540320.0
483.45,145.11,709.98,499.06,282.19,283.16,769.8,143.44,900.05,512.85,203.86,367.71,1762540380.0
483.38,144.65,710.31,499.09,282.36,283.14,769.91,143.5,899.6,512.39,203.98,367.8,1762540440.0
483.45,144.19,710.69,499.32,282.49,283.26,769.9,143.62,899.15,511.93,204.15,367.8,1762540500.0
483.36,143.73,710.71,499.53,282.62,283.28,769.61,143.71,898.7,511.47,204.33,367.83,1762540560.0
483.32,143.27,710.57,499.52,282.62,283.34,769.84,143.73,898.25,511.01,204.35,367.88,1762540620.0
483.5,142.81,710.74,499.83,282.7,283.49,769.93,143.84,897.8,510.55,204.39,367.92,1762540680.0
483.64,142.35,710.91,500.08,282.83,283.63,769.92,143.99,897.35,510.09,204.42,368.11,1762540740.0
483.53,141.89,710.86,500.14,282.85,283.61,769.75,144.09,896.9,509.63,204.58,368.14,1762540800.0
483.68,141.43,710.82,500.16,282.85,283.7,769.71,144.19,896.45,509.17,204.67,368.05,1762540860.0
483.69,140.97,710.66,500.13,282.9,283.68,769.57,144.26,896.0,508.71,204.8,368.17,1762540920.0
483.6,140.51,710.74,500.0,282.98,283.82,769.38,144.39,895.55,508.25,204.91,368.33,1762540980.0
483.44,140.05,711.0,500.15,282.96,283.83,769.63,144.52,895.1,507.79,205.06,368.31,1762541040.0
483.75,139.59,710.86,500.11,283.02,283.88,769.83,144.56,894.65,507.33,205.23,368.41,1762541100.0
483.66,139.13,711.04,500.28,283.09,283.91,770.25,144.67,894.2,506.87,205.26,368.66,1762541160.0
483.64,138.67,711.15,500.24,283.11,283.89,770.17,144.72,893.75,506.41,205.33,368.83,1762541220.0
483.49,138.21,711.02,500.49,283.07,283.97,770.17,144.79,893.3,505.95,205.5,369.02,1762541280.0
483.6,137.75,711.22,500.41,283.12,284.1,770.18,144.8,892.85,505.49,205.67,368.9,1762541340.0
483.67,137.29,711.53,500.45,283.25,284.2,770.36,144.95,892.4,505.03,205.73,368.94,1762541400.0
483.65,136.83,711.89,500.74,283.2,284.34,770.19,145.04,891.95,504.57,205.77,368.95,1762541460.0
483.71,136.37,711.93,500.93,283.24,284.45,770.37,145.09,891.5,504.11,205.93,368.89,1762541520.0
483.63,135.91,711.67,500.96,283.33,284.45,770.26,145.1,891.05,503.65,206.1,368.92,1762541580.0
483.73,135.45,711.82,501.19,283.53,284.42,770.48,145.21,890.6,503.19,206.18,368.91,1762541640.0
483.83,134.99,712.09,501.12,283.57,284.55,770.23,145.33,890.15,502.73,206.24,368.99,1762541700.0
483.87,134.53,712.45,501.25,283.51,284.63,770.06,145.36,889.7,502.27,206.3,369.04,1762541760.0
483.94,134.07,712.51,501.42,283.5,284.6,769.92,145.44,889.25,501.81,206.31,369.03,1762541820.0
484.16,133.61,712.94,501.53,283.44,284.78,770.27,145.58,888.8,501.35,206.42,369.26,1762541880.0
484.02,133.15,712.69,501.55,283.52,284.82,770.45,145.63,888.35,500.89,206.52,369.33,1762541940.0
484.17,132.69,713.04,501.7,283.63,285.0,770.37,145.65,887.9,500.43,206.63,369.32,1762542000.0
484.18,132.23,713.27,501.75,283.71,285.08,770.18,145.69,887.45,499.97,206.77,369.27,1762542060.0
484.44,131.77,713.7,501.7,283.84,285.07,770.34,145.78,887.0,499.51,206.83,369.33,1762542120.0
484.31,131.31,713.88,501.58,283.86,285.16,770.53,145.81,886.55,499.05,206.93,369.3,1762542180.0
484.47,130.85,713.76,501.69,283.89,285.25,770.38,145.85,886.1,498.59,207.08,369.54,1762542240.0
484.5,130.39,713.82,501.81,284.07,285.41,770.26,145.97,885.65,498.13,207.1,369.43,1762542300.0
484.54,129.93,713.8,501.98,284.2,285.37,770.47,146.12,885.2,497.67,207.18,369.56,1762542360.0
484.49,129.47,713.56,502.1,284.28,285.54,770.54,146.25,884.75,497.21,207.27,369.8,1762542420.0
484.43,129.01,713.84,502.25,284.27,285.67,770.4,146.28,884.3,496.75,207.3,369.98,1762542480.0
484.55,128.55,713.99,502.31,284.29,285.62,770.35,146.41,883.85,496.29,207.31,370.06,1762542540.0
484.83,128.09,713.83,502.45,284.34,285.65,770.21,146.44,883.4,495.83,207.44,370.29,1762542600.0
484.77,127.63,713.95,502.62,284.45,285.65,770.18,146.5,882.95,495.37,207.54,370.48,1762542660.0
484.81,127.17,713.87,502.84,284.42,285.61,770.42,146.62,882.5,494.91,207.56,370.38,1762542720.0
484.81,126.71,713.75,502.87,284.52,285.68,770.57,146.71,882.05,494.45,207.73,370.35,1762542780.0
484.97,126.25,713.85,502.91,284.49,285.64,770.34,146.81,881.6,493.99,207.74,370.53,1762542840.0
484.88,125.79,714.01,503.16,284.66,285.65,770.16,146.86,881.15,493.53,207.89,370.61,1762542900.0
484.98,125.33,713.96,503.42,284.69,285.64,770.53,146.97,880.7,493.07,207.91,370.75,1762542960.0
485.16,124.87,714.36,503.61,284.63,285.67,770.26,147.09,880.25,492.61,207.97,370.64,1762543020.0
485.13,124.41,714.64,503.85,284.63,285.63,770.43,147.19,879.8,492.15,208.1,370.55,1762543080.0
485.33,123.95,714.74,503.69,284.83,285.58,770.43,147.28,879.35,491.69,208.2,370.53,1762543140.0
485.37,123.49,714.68,503.51,284.79,285.68,770.48,147.43,878.9,491.23,208.3,370.75,1762543200.0
485.43,123.03,714.75,503.55,284.74,285.8,770.71,147.54,878.45,490.77,208.38,370.76,1762543260.0
485.58,122.57,714.74,503.66,284.82,285.84,770.91,147.61,878.37,490.31,208.5,370.88,1762543320.0
485.45,122.11,714.95,503.94,284.8,285.8,770.94,147.65,878.36,489.85,208.58,371.01,1762543380.0
485.62,121.65,714.71,504.13,284.94,285.95,771.02,147.74,878.8,489.39,208.73,371.2,1762543440.0
485.87,121.19,715.07,504.24,284.96,285.98,771.06,147.82,879.09,488.93,208.73,371.34,1762543500.0
486.07,120.73,714.88,504.42,284.95,286.14,770.95,147.86,879.14,488.47,208.9,371.52,1762543560.0
486.0,120.27,715.21,504.42,284.93,286.27,771.13,147.92,878.91,488.01,209.07,371.63,1762543620.0
485.85,119.81,714.95,504.39,284.97,286.25,771.07,147.94,879.47,487.55,209.12,371.71,1762543680.0
486.1,119.35,715.19,504.39,284.98,286.35,771.17,148.01,880.02,487.09,209.22,371.62,1762543740.0
486.04,118.89,715.31,504.65,285.11,286.33,771.57,148.13,880.18,486.63,209.4,371.59,1762543800.0
485.97,118.43,715.48,504.94,285.16,286.41,772.0,148.22,880.5,486.17,209.4,371.83,1762543860.0
486.27,117.97,715.55,505.07,285.12,286.46,771.76,148.24,880.32,485.71,209.52,372.07,1762543920.0
486.14,117.51,715.44,504.95,285.26,286.49,771.74,148.35,880.15,485.25,209.65,372.03,1762543980.0
486.21,117.05,715.42,504.98,285.22,286.42,772.06,148.42,880.17,484.79,209.83,372.14,1762544040.0
486.51,116.59,715.58,505.06,285.43,286.59,772.17,148.52,879.91,484.33,209.87,372.12,1762544100.0
486.69,116.13,715.37,505.26,285.52,286.67,771.93,148.63,880.33,483.87,209.89,372.06,1762544160.0
486.66,115.67,715.68,505.09,285.56,286.76,772.35,148.67,880.55,483.41,209.94,372.09,1762544220.0
486.62,115.21,715.93,505.22,285.59,286.84,772.35,148.78,880.81,482.95,210.12,372.04,1762544280.0
486.66,114.75,715.87,505.11,285.61,286.93,772.68,148.88,881.14,482.49,210.24,372.15,1762544340.0
486.65,114.29,715.81,505.13,285.59,287.0,773.11,148.89,881.32,482.03,210.3,372.32,1762544400.0
486.7,114.36,715.59,505.02,285.78,287.01,772.87,148.91,881.49,481.57,210.45,372.47,1762544460.0
486.59,114.42,715.41,505.08,285.77,287.05,772.93,149.06,881.68,481.11,210.53,372.45,1762544520.0
486.67,114.5,715.17,505.37,285.84,287.19,773.25,149.16,881.51,480.65,210.63,372.45,1762544580.0
486.89,114.57,715.36,505.53,285.83,287.33,773.46,149.23,882.12,480.19,210.67,372.65,1762544640.0
486.91,114.64,715.2,505.53,286.02,287.3,773.8,149.26,882.4,479.73,210.81,372.88,1762544700.0
487.18,114.76,715.55,505.51,286.06,287.32,773.98,149.33,882.82,479.27,210.85,372.88,1762544760.0
487.04,114.87,715.76,505.72,286.01,287.33,774.39,149.46,883.26,478.81,210.97,373.05,1762544820.0
487.27,114.91,715.95,505.8,286.11,287.51,774.73,149.5,883.77,478.35,210.98,373.3,1762544880.0
487.42,114.99,716.22,505.91,286.29,287.42,774.71,149.66,883.69,477.89,210.97,373.39,1762544940.0
487.6,115.11,716.15,505.98,286.34,287.53,774.44,149.76,883.69,477.43,211.03,373.34,1762545000.0
487.57,115.22,716.26,506.22,286.47,287.56,774.34,149.89,883.58,476.97,211.03,373.29,1762545060.0
487.74,115.26,716.08,506.38,286.6,287.71,774.12,149.93,883.63,476.51,211.14,373.17,1762545120.0
488.03,115.38,716.26,506.29,286.55,287.72,774.01,150.07,883.43,476.42,211.28,373.2,1762545180.0
488.08,115.41,716.58,506.47,286.49,287.85,774.25,150.09,883.96,476.7,211.45,373.35,1762545240.0
488.15,115.48,716.96,506.34,286.67,287.9,774.38,150.15,884.23,476.61,211.64,373.25,1762545300.0
488.44,115.5,717.26,506.24,286.62,287.83,774.57,150.19,884.75,476.48,211.83,373.28,1762545360.0
488.34,115.53,717.63,506.17,286.68,287.75,774.61,150.26,885.21,476.33,211.97,373.24,1762545420.0
488.27,115.54,717.38,506.3,286.75,287.9,774.57,150.41,885.3,476.53,212.04,373.36,1762545480.0
488.22,115.61,717.56,506.23,286.85,288.02,774.6,150.46,885.26,476.65,212.08,373.37,1762545540.0
488.51,115.68,717.32,506.09,286.85,287.94,774.61,150.61,885.11,476.77,212.23,373.4,1762545600.0
488.45,115.74,717.36,506.04,286.88,288.13,774.62,150.7,885.07,476.84,212.29,373.59,1762545660.0
488.59,115.77,717.48,506.28,286.94,288.19,775.03,150.73,885.09,476.85,212.44,373.7,1762545720.0
488.55,115.87,717.85,506.55,287.03,288.11,775.15,150.87,885.21,477.03,212.46,373.63,1762545780.0
488.56,115.91,717.74,506.66,286.97,288.19,774.91,150.95,885.48,477.08,212.55,373.88,1762545840.0
488.81,116.02,717.8,506.55,287.06,288.35,774.89,150.98,886.0,477.19,212.65,374.01,1762545900.0
489.07,116.06,718.07,506.56,287.11,288.36,775.06,151.02,886.5,477.35,212.78,374.05,1762545960.0
489.14,116.13,718.24,506.86,287.15,288.52,775.43,151.09,886.94,477.2,212.77,373.93,1762546020.0
489.28,116.14,718.46,506.95,287.21,288.51,775.7,151.17,887.17,477.32,212.77,373.95,1762546080.0
489.6,116.15,718.85,506.77,287.28,288.43,776.07,151.17,886.99,477.43,212.82,373.95,1762546140.0
489.76,116.2,719.21,507.01,287.35,288.49,776.09,151.27,886.97,477.31,212.9,374.08,1762546200.0
489.62,116.28,719.14,506.86,287.44,288.63,776.5,151.36,886.72,477.26,212.89,374.12,1762546260.0
489.64,116.35,718.95,507.15,287.46,288.82,776.23,151.41,887.07,477.12,212.96,374.0,1762546320.0
489.62,116.44,718.98,507.06,287.42,288.79,776.22,151.48,887.4,477.04,212.97,373.94,1762546380.0
489.93,116.51,719.02,507.26,287.6,288.98,776.07,151.49,887.58,477.25,213.11,374.18,1762546440.0
490.19,116.54,718.9,507.5,287.69,288.97,776.39,151.61,887.89,477.28,213.19,374.19,1762546500.0
490.28,116.64,718.98,507.36,287.63,289.13,776.22,151.65,888.21,477.18,213.24,374.11,1762546560.0
490.52,116.7,718.83,507.51,287.61,289.27,776.57,151.77,888.65,477.21,213.26,374.25,1762546620.0
490.35,116.81,719.12,507.36,287.55,289.26,776.47,151.91,888.86,477.07,213.4,374.2,1762546680.0
490.58,116.89,719.11,507.43,287.72,289.43,776.58,151.92,888.75,477.34,213.49,374.29,1762546740.0
490.65,116.92,719.01,507.31,287.68,289.61,776.53,151.96,889.08,477.23,213.5,374.38,1762546800.0
490.73,116.96,719.27,507.42,287.82,289.57,776.53,152.04,889.04,477.44,213.49,374.31,1762546860.0
491.04,117.08,719.35,507.45,287.88,289.59,776.41,152.12,888.81,477.65,213.51,374.38,1762546920.0
490.9,117.19,719.75,507.71,287.99,289.79,776.83,152.24,888.67,477.5,213.52,374.38,1762546980.0
490.92,117.23,719.58,507.7,287.97,289.97,776.56,152.33,888.5,477.52,213.63,374.26,1762547040.0
490.81,117.32,719.53,508.02,288.12,290.0,776.71,152.34,888.86,477.38,213.83,374.44,1762547100.0
490.92,117.4,719.77,507.85,288.29,290.03,776.76,152.49,889.12,477.65,214.01,374.33,1762547160.0
490.8,117.51,719.79,507.73,288.44,289.94,776.84,152.53,889.25,477.63,214.19,374.38,1762547220.0
491.04,117.56,720.15,507.93,288.51,290.04,776.8,152.67,889.12,477.6,214.38,374.6,1762547280.0
491.12,117.66,719.95,508.17,288.52,290.04,777.14,152.76,889.12,477.53,214.4,374.61,1762547340.0
491.11,117.69,719.99,508.09,288.54,290.19,777.47,152.88,889.1,477.6,214.49,374.57,1762547400.0
491.16,117.73,720.13,508.32,288.52,290.34,777.42,152.98,889.05,477.8,214.65,374.46,1762547460.0
491.22,117.75,720.36,508.19,288.54,290.27,777.65,153.03,888.87,477.74,214.66,374.41,1762547520.0
491.35,117.86,720.47,508.2,288.49,290.45,777.47,153.06,889.0,477.91,214.72,374.51,1762547580.0
491.43,117.94,720.35,508.16,288.48,290.45,777.83,153.14,888.88,478.05,214.83,374.61,1762547640.0
491.45,117.96,720.53,508.46,288.7,290.47,777.56,153.16,888.75,478.22,215.01,374.78,1762547700.0
491.55,118.07,720.97,508.75,288.84,290.56,777.8,153.17,889.24,478.34,215.12,374.95,1762547760.0
491.69,118.18,720.96,508.77,288.96,290.52,777.54,153.2,889.83,478.46,215.22,374.87,1762547820.0
491.73,118.29,721.16,508.7,289.05,290.58,777.48,153.27,890.07,478.7,215.41,375.0,1762547880.0
491.76,118.32,721.3,508.78,289.03,290.54,777.64,153.3,890.67,478.69,215.58,374.93,1762547940.0
491.85,118.43,721.33,508.62,289.0,290.66,777.46,153.42,890.58,478.86,215.66,374.99,1762548000.0
492.13,118.46,721.58,508.6,289.16,290.68,777.41,153.51,890.97,479.13,215.76,375.09,1762548060.0
492.31,118.53,721.32,508.67,289.17,290.83,777.25,153.66,891.01,479.13,215.76,375.26,1762548120.0
492.35,118.6,721.18,508.68,289.26,290.75,777.59,153.73,891.62,479.32,215.86,375.27,1762548180.0
492.26,118.62,721.24,508.83,289.31,290.67,777.83,153.81,891.54,479.25,216.03,375.21,1762548240.0
492.28,118.73,721.18,508.93,289.25,290.63,778.08,153.95,892.0,479.46,216.09,375.22,1762548300.0
492.41,118.79,720.99,509.17,289.42,290.63,777.86,154.03,892.16,479.3,216.11,375.27,1762548360.0
492.54,118.81,721.09,509.27,289.61,290.63,778.33,154.15,892.46,479.14,216.18,375.44,1762548420.0
492.85,118.89,720.89,509.44,289.56,290.67,778.42,154.25,892.64,479.2,216.23,375.51,1762548480.0
493.09,118.9,721.31,509.45,289.69,290.73,778.65,154.3,893.01,479.12,216.41,375.73,1762548540.0
493.09,118.92,721.3,509.72,289.77,290.75,778.58,154.39,893.21,479.4,216.51,375.92,1762548600.0
493.04,118.99,721.35,509.93,289.82,290.75,778.72,154.52,893.21,479.4,216.5,375.91,1762548660.0
492.89,119.01,721.79,509.88,289.96,290.72,778.89,154.6,893.23,479.55,216.61,376.16,1762548720.0
493.2,119.03,722.14,510.1,290.07,290.77,779.0,154.73,893.75,479.58,216.72,376.1,1762548780.0
493.31,119.15,722.31,509.94,290.21,290.73,779.0,154.84,894.01,479.55,216.82,376.31,1762548840.0
493.32,119.2,722.27,509.81,290.22,290.82,779.1,154.88,894.13,479.47,216.86,376.26,1762548900.0
493.5,119.25,722.37,509.73,290.36,290.94,779.08,155.03,894.07,479.65,216.89,376.34,1762548960.0
493.69,119.35,722.49,509.79,290.3,291.04,779.45,155.18,893.85,479.56,216.96,376.24,1762549020.0
493.79,119.36,722.73,509.75,290.43,291.01,779.38,155.3,894.43,479.86,217.05,376.45,1762549080.0
493.82,119.39,722.54,509.69,290.45,291.16,779.45,155.35,894.35,479.77,217.11,376.34,1762549140.0
493.81,119.44,722.46,509.65,290.43,291.33,779.45,155.4,894.34,480.04,217.09,376.59,1762549200.0
493.79,119.51,722.48,509.92,290.5,291.51,779.27,155.5,894.11,480.27,217.23,376.59,1762549260.0
493.87,119.59,722.91,510.18,290.45,291.55,779.21,155.63,894.61,480.31,217.35,376.79,1762549320.0
494.16,119.59,723.35,510.41,290.47,291.64,779.15,155.74,894.61,480.6,217.36,376.68,1762549380.0
494.35,119.69,723.3,510.3,290.62,291.68,779.58,155.85,895.01,480.59,217.4,376.65,1762549440.0
494.51,119.8,723.29,510.42,290.64,291.67,779.35,155.98,895.03,480.63,217.55,376.54,1762549500.0
494.58,119.81,723.7,510.66,290.68,291.85,779.75,156.0,895.45,480.79,217.73,376.65,1762549560.0
494.74,119.82,723.58,510.7,290.83,291.82,779.63,156.15,895.92,480.68,217.89,376.69,1762549620.0
494.86,119.94,723.69,510.61,290.76,291.84,780.0,156.18,896.25,480.76,218.07,376.91,1762549680.0
494.99,120.04,724.05,510.7,290.81,291.81,779.95,156.32,896.41,480.98,218.06,376.96,1762549740.0
494.88,120.14,724.15,510.54,290.85,292.0,780.06,156.37,896.28,481.24,218.1,377.09,1762549800.0
494.82,120.15,724.39,510.74,290.95,292.01,780.51,156.41,896.18,481.55,218.28,377.09,1762549860.0
495.03,120.26,724.82,510.77,291.07,292.03,780.9,156.54,896.07,481.49,218.35,377.0,1762549920.0
494.94,120.37,725.04,510.83,291.09,292.09,781.22,156.54,896.15,481.39,218.52,377.12,1762549980.0
495.18,120.38,724.8,510.96,291.2,292.16,781.51,156.65,896.14,481.24,218.57,377.26,1762550040.0
495.35,120.42,725.07,510.85,291.29,292.2,781.91,156.79,896.11,481.33,218.59,377.48,1762550100.0
495.57,120.44,725.51,510.8,291.39,292.27,781.72,156.83,896.19,481.43,218.59,377.52,1762550160.0
495.85,120.44,725.48,510.7,291.4,292.46,781.63,156.88,896.6,481.73,218.73,377.4,1762550220.0
495.79,120.48,725.69,510.6,291.41,292.41,781.65,156.99,897.12,481.77,218.81,377.3,1762550280.0
495.84,120.52,725.79,510.61,291.42,292.38,781.83,157.09,897.14,481.93,218.9,377.25,1762550340.0
496.04,120.59,725.58,510.72,291.43,292.39,781.73,157.19,897.63,481.94,219.05,377.22,1762550400.0
496.23,120.68,725.77,510.84,291.59,292.44,781.78,157.2,898.1,482.04,219.08,377.46,1762550460.0
496.13,120.77,725.78,510.89,291.65,292.42,781.97,157.25,898.18,482.35,219.17,377.61,1762550520.0
496.01,120.78,726.11,510.8,291.75,292.36,781.79,157.26,898.61,482.47,219.18,377.79,1762550580.0
496.23,120.85,726.26,510.7,291.92,292.33,782.22,157.29,899.1,482.48,219.28,377.94,1762550640.0
496.38,120.87,726.06,510.98,292.1,292.24,782.07,157.3,899.52,482.56,219.46,377.92,1762550700.0
496.64,120.89,725.95,511.1,292.3,292.4,782.11,157.4,899.4,482.43,219.6,377.97,1762550760.0
496.89,120.93,726.36,511.18,292.5,292.45,782.14,157.51,899.37,482.53,219.69,378.08,1762550820.0
496.84,121.0,726.28,511.23,292.53,292.49,782.45,157.52,899.73,482.69,219.8,378.03,1762550880.0
497.04,121.12,726.12,511.39,292.5,292.41,782.93,157.59,900.19,482.64,219.93,378.17,1762550940.0
497.17,121.19,726.24,511.25,292.67,292.41,783.1,157.73,900.43,482.61,219.98,378.06,1762551000.0
497.38,121.22,726.04,511.35,292.62,292.4,783.42,157.83,900.65,482.63,220.15,378.27,1762551060.0
497.47,121.34,726.49,511.45,292.67,292.36,783.36,157.97,900.54,482.66,220.2,378.35,1762551120.0
497.55,121.37,726.8,511.69,292.89,292.55,783.51,158.02,900.88,482.68,220.2,378.37,1762551180.0
497.42,121.47,727.17,511.53,293.11,292.56,783.25,158.13,901.23,482.59,220.37,378.51,1762551240.0
497.33,121.52,727.3,511.68,293.15,292.58,783.09,158.27,901.24,482.81,220.42,378.74,1762551300.0
497.64,121.61,727.46,511.63,293.16,292.75,783.54,158.32,901.56,482.88,220.48,378.96,1762551360.0
497.48,121.63,727.88,511.71,293.38,292.93,783.27,158.45,901.54,483.0,220.59,378.94,1762551420.0
497.72,121.69,727.74,511.67,293.37,293.12,783.57,158.53,901.93,482.9,220.74,379.13,1762551480.0
497.64,121.79,727.47,511.51,293.45,293.29,783.36,158.55,901.99,482.76,220.85,379.38,1762551540.0
497.88,121.84,727.59,511.58,293.63,293.23,783.45,158.65,901.75,482.6,221.04,379.58,1762551600.0
497.94,121.88,727.53,511.72,293.64,293.28,783.59,158.81,901.69,482.62,221.18,379.83,1762551660.0
497.91,121.98,727.87,511.98,293.68,293.35,783.68,158.89,901.94,482.47,221.22,379.78,1762551720.0
498.16,122.09,727.89,512.12,293.77,293.32,783.81,158.89,902.03,482.75,221.22,380.0,1762551780.0
498.24,122.11,728.28,512.21,293.8,293.48,783.99,158.94,901.95,482.98,221.32,380.23,1762551840.0
498.22,122.22,728.38,512.15,293.94,293.57,784.12,158.95,902.51,483.13,221.47,380.27,1762551900.0
498.2,122.23,728.71,512.39,294.11,293.77,784.46,159.09,902.94,483.4,221.67,380.3,1762551960.0
498.2,122.29,728.49,512.38,294.32,293.87,784.53,159.21,903.33,483.26,221.86,380.45,1762552020.0
498.13,122.32,728.33,512.33,294.28,294.04,785.01,159.26,903.57,483.17,221.87,380.69,1762552080.0
498.01,122.38,728.75,512.31,294.38,294.0,785.23,159.4,903.38,483.17,221.97,380.8,1762552140.0
498.07,122.43,728.75,512.59,294.6,293.94,785.01,159.41,903.13,483.33,222.11,380.85,1762552200.0
498.17,122.53,728.95,512.86,294.6,293.9,784.75,159.51,903.4,483.43,222.28,380.86,1762552260.0
498.32,122.56,729.28,512.95,294.82,294.03,784.62,159.58,904.03,483.31,222.41,381.11,1762552320.0
498.42,122.61,729.6,512.9,295.01,293.99,784.52,159.66,903.98,483.53,222.41,381.36,1762552380.0
